Unnamed: 0,Unnamed: 0.1,Participant ID,Question ID,Comment,Label,Sentiment,Label_encoded,Sentiment_encoded,kfold
1308,6896,56879,One Change,"Better, working equipment. update basic medical equipment like wheelchairs shower chairs",Supplies/Systems,Negative,13,0,1
1715,4193,75159,One Change,"Overall everything is GREAT!! 
Perhaps the training should be tweaked---Relias is a great tool, however we don't go back to see what is really learned and retained.

Stand up meetings are so....... important!!!!!!! Should also pay more attention to event planning as a team! 
 More time provided to access opportunities for learning/training/mentorship",Learning & Development,Negative,8,0,1
2018,2703,76368,One Change,"Honestly, If i could change one thing I would change the pay rate for the servers, because we  take on the most work, especially physically and we are non stop busy. We stay late hours to set up, as well as tear down. We at all times want to please our residents, so that when they leave or restaurant they are pleased and with a full tummy..  ",Incentives/Growth,Negative,6,0,1
1409,5389,57166,One Change,I'm not familiar with the name of this company so therefore I will be able to complete your survey.,No answer/Nothing,No answer/Nothing,10,1,1
2884,5830,76225,Unique / Unusual,Nope,No answer/Nothing,No answer/Nothing,10,1,1
1635,1590,93487,Unique / Unusual,Team work is great!!,Co-Workers/Teamwork,Positive,3,2,1
1765,6449,76111,Unique / Unusual,0nly that my mother used to live there. Uniforms ,Other,Positive,11,2,1
3577,2738,80386,One Change,Our income. Lowest paid nursing facility in Aberdeen. I think we also need more month to month meetings just to make sure everyone is on the same page of what is going on in the building.,Incentives/Growth,Negative,6,0,1
935,4036,93302,Unique / Unusual,The residents,Inspiring Work/Place; Quality,Positive,7,2,1
1570,2438,71585,One Change,Increased wages.  ,Incentives/Growth,Negative,6,0,1
4074,6854,93523,One Change,Variety of admissions,Staffing and Scheduling,Negative,12,0,1
73,5874,76412,One Change,None,No answer/Nothing,No answer/Nothing,10,1,1
4023,2116,93443,One Change,"I would like to see upper management share more information, good and bad, and consistently discuss short term and long term strategy of the company",Communication/Support,Negative,4,0,1
3469,277,91537,One Change,Friday off with pay. The rotating days. And I would have every other weekend off,Balancing Personal/Productivity (including time off),Negative,1,0,1
4080,2191,92837,One Change,People should look beyond skin color. remove all the white supremacy and Mormon mafia tactics,Employee relations,Negative,5,0,1
31,344,56902,One Change,"It would be nice if coworkers or lower level managers were given bonuses after completing a large project or renovation.  EDs, high level managers, VPs and marketing are given bonuses on a regular basis.",Benefits,Negative,2,0,1
4417,255,76203,One Change,More vacation.  There is not enough to truly balance work and life with just 10 days off. It leads to having to choose what family events and gatherings to attend since there are not enough days to cover them in a year.  This is the one issue with this company as there really aren't others.,Balancing Personal/Productivity (including time off),Negative,1,0,1
3191,6214,92768,One Change,na,No answer/Nothing,No answer/Nothing,10,1,1
1463,3858,91786,One Change,Less emphasis on productivity.,Inspiring Work/Place; Quality,Negative,7,0,1
2875,560,88561,One Change,mileage reimbursment,Benefits,Negative,2,0,1
292,6955,87464,Unique / Unusual,Ample supplies to do my job efficiently. Improved I.T. support and equipment for staff and for community. ,Supplies/Systems,Positive,13,2,1
2243,3448,74470,One Change,Separate or special room for activities.,Inspiring Work/Place; Quality,Negative,7,0,1
3574,2,161,Unique / Unusual,"Constant praise for employees and their excellence. The appreciation ,good organization",Appreciation/Recognition,Positive,0,2,1
3892,1481,92680,One Change,"The company is great. I think if any changes were to be made, it would have to involve changing the employee's mindsets. We are here to serve the individuals who have put their lives and wellbeing in our hands. We must serve them in a respectful, honorable, and prideful way.",Co-Workers/Teamwork,Negative,3,0,1
3281,306,93611,One Change,I would change that at times the caseload is small. ,Balancing Personal/Productivity (including time off),Negative,1,0,1
1081,103,75329,One Change,More appreciation for the hard work we do. Opportunities need to be given to in house employees first before being offered to outside candidates. ,Appreciation/Recognition,Negative,0,0,1
3765,186,93105,Unique / Unusual,It's a high energy and highly rewarding work place Such a feeling of family and appreciation to everyone who comes through the door! Coworkers and Residents!,Appreciation/Recognition,Positive,0,2,1
3281,306,93611,One Change,I would change that at times the caseload is small.  Holidays off and guaranteed 40 hours a week,Balancing Personal/Productivity (including time off),Negative,1,0,1
3647,6938,76107,One Change,Have hoyer lifts  Avamere Facilities purchase equipment to better serve our clients,Supplies/Systems,Negative,13,0,1
3250,1441,92030,Unique / Unusual,There is a great bond between employees and we support each other. ,Co-Workers/Teamwork,Positive,3,2,1
5055,3061,94428,One Change,"We work extremely hard and I believe the hard work we do, we deserve to make a couple dollars above what we do. I understand there are many expenses in the building but we as CNA's are the backbone of the company!",Incentives/Growth,Negative,6,0,1
25,3078,135,Unique / Unusual,Park Village Pines is a awesome place to work because of unique combination state requirements and religious set up; It care for all three areas very well memorial care; specialized unit and assistant Living; it is a place when clients are decide to join this organization they enjoy to be here because they are getting all the care they need   ,Inspiring Work/Place; Quality,Positive,7,2,1
527,5927,80171,One Change,no answer,No answer/Nothing,No answer/Nothing,10,1,1
4594,3441,74437,One Change,No smoking environment,Inspiring Work/Place; Quality,Negative,7,0,1
548,6633,74490,One Change,Not such a heavy load on each employee,Staffing and Scheduling,Negative,12,0,1
2902,6898,56902,Unique / Unusual,I am given the freedom to come and go to campuses as needed.  I am also able to purchase needed supplies for campuses as needed without being micromanaged update basic medical equipment like wheelchairs shower chairs,Supplies/Systems,Positive,13,2,1
4036,6224,92825,Unique / Unusual,no,No answer/Nothing,No answer/Nothing,10,1,1
2441,6228,92830,One Change,na,No answer/Nothing,No answer/Nothing,10,1,1
3816,3431,74329,Unique / Unusual,"Caring for our elders can be extremely rewarding and fulfilling. We get to make a difference in someones life. May be big or small. A smile, a laugh, a hug. Or simply just listening to our residents as they share a memory about their life. Truly is a blessing to work for this amazing company and care for our seniors. I don't look at this as ""my job"" this is my family that i get to see everyday. While i know residents look forward to seeing me everyday, it's me that truly looks forward to seeing them everyday. These are my people and they are amazing!",Inspiring Work/Place; Quality,Positive,7,2,1
1184,6472,93407,One Change,Having more girl cooks :) The muffins are amazing!,Other,Negative,11,0,1
4842,16,56758,Unique / Unusual,"Co-Workers are offered many ""tokens"" of appreciation and overall people do enjoy being here. ",Appreciation/Recognition,Positive,0,2,1
4654,851,57618,One Change,"I would have said to change the thought process that doing things always the same because it worked in the past, but more recent those changes have happened and I can see a difference.  At a campus level allowing us to give opinions and embrace instead of embarrassing fellow co-workers in a group setting.  South Hills has a very strong team but are not allowed to work in their capacity.",Co-Workers/Teamwork,Negative,3,0,1
4652,6470,93325,One Change,"I would change the location and have it be closer to my home.  Cooler shirts, both less hot and more fashionable. The button up is a great idea, don't even mind the long sleeves that much. Maybe just a lighter breathable, and less wrinkly fabric. Thank-you.  ",Other,Negative,11,0,1
4687,5054,91650,One Change,I am concerned that with the recent change in leadership we are moving toward management that makes decisions behind the scenes rather than bringing forward a team to analyze problems and make decisions based on team input.  Management seems to be shifting to rewards based on relationships with senior managers rather than effectiveness at your job.  ,Management Reliability/Integrity,Negative,9,0,1
1084,6860,93575,One Change,"I feel like some things, such as shifts and shift duties, could be looked over and optimized to become more efficient. Sometimes there's too much to do and not enough time before and after meals.",Staffing and Scheduling,Negative,12,0,1
3391,3634,76296,Unique / Unusual,The quality of dedication for the care of residents with Dementia / Alzheimer's.,Inspiring Work/Place; Quality,Positive,7,2,1
1691,1088,75018,Unique / Unusual,A small home/family feel.,Co-Workers/Teamwork,Positive,3,2,1
3647,6938,76107,One Change,Have hoyer lifts  I work in building 4. Only been here for a little over a year. And in that time frame the acuity of care has changed tremendously. We really are giving lemons and try our best to make lemonade. Our PCAs and MAs are frustrated with the curve balls that are constantly thrown their way. The nurses are overwhelmed 99% of the time. We try to stick to this cookie cutter CM ways for a building that is not fitting in. It makes it hard to successfully do a job when we have tools but not the most appropriate tools to get the job done. Then we get reprimanded and it's very discouraging. Because we honestly do our best with what we got. ,Supplies/Systems,Negative,13,0,1
2993,5367,56892,One Change,Nothing happy where I'm at.,No answer/Nothing,No answer/Nothing,10,1,1
533,4587,74353,Unique / Unusual,Company cares about its people and gets to know them as individuals. Encourage self-improvement and creative thinking. They want you to be the best version of yourself! We hire people with servant hearts and culturally our company is unique in our industry.,Management Reliability/Integrity,Positive,9,2,1
1043,6156,92041,Unique / Unusual,"no
",No answer/Nothing,No answer/Nothing,10,1,1
2902,6898,56902,Unique / Unusual,I am given the freedom to come and go to campuses as needed.  I am also able to purchase needed supplies for campuses as needed without being micromanaged Get your employed what they need   So they can get a job done ,Supplies/Systems,Positive,13,2,1
3456,6454,87295,One Change,Maybe a union  transportation,Other,Negative,11,0,1
5012,6588,57674,One Change,Not allowing so many co-workers to call off at the last minute and not have consequences.  It is not fair to the people who are left here to work shorthanded or the managers who must come in on their day off to do PCA work.,Staffing and Scheduling,Negative,12,0,1
317,3969,92711,One Change,new management and employees. better pay. cost of living is to much for how little I make. ,Inspiring Work/Place; Quality,Negative,7,0,1
3557,6624,74413,One Change,The schedule shift work days ,Staffing and Scheduling,Negative,12,0,1
4227,1296,80855,Unique / Unusual,Poeple I work with,Co-Workers/Teamwork,Positive,3,2,1
3805,2176,76379,One Change,No hostile environment Stop the rumors & gossip being passed to others as fact.,Employee relations,Negative,5,0,1
1200,4337,56516,Unique / Unusual,mainly they care for u as a person and ur not just a number. they are even helpful with ur  personal life outside the company if u need help with anything. CEO listens to any concerns we have.,Management Reliability/Integrity,Positive,9,2,1
1765,6449,76111,Unique / Unusual,"0nly that my mother used to live there. Move it closer to my home! I have a longer commute than I am used to, but it is worth it to be in a place that is so welcoming. There has never been one single day where I dreaded coming in to work. ",Other,Positive,11,2,1
770,2955,92782,One Change,"If I could change one thing about this company, it would be career opportunity. There are just not enough opportunities to grow your career within the company and we lose good people and will lose more because of it. If the company is interested in keeping staff long-term, I would think they would be open to more mid-level type positions. Staff is overworked in every department and there are many ways that new positions could be created to alleviate work and create new professional career-path oriented positions. Otherwise, you'll have many great employees looking for the next place in their career. I've been told I'm locked in my position; that there's no room for any growth in our department. Therefore, I have a decision to make. Stay, hoping things change, or leave once I find the right fit elsewhere. We have good benefits, a beautiful building, and terrific co-workers, but without the ability to move upward in my career, I'm forced to look at other options though I'd like to stay here long-term.",Incentives/Growth,Negative,6,0,1
4652,6470,93325,One Change,I would change the location and have it be closer to my home.  The name badges are Ridiculously huge and look silly. ,Other,Negative,11,0,1
3732,3550,75265,Unique / Unusual,"The resident make it a great place to work, they are all unique individuals with great personalities.",Inspiring Work/Place; Quality,Positive,7,2,1
1246,1676,94379,Unique / Unusual,Everyone gets along well and it's like a family.,Co-Workers/Teamwork,Positive,3,2,1
512,2499,74288,One Change,Less uncertainty about job placement at the end of the school year.,Incentives/Growth,Negative,6,0,1
414,3810,89166,Unique / Unusual,The service we provide is real. It's necessary and beneficial to society. And it's a wonderful service that many elders and their family members across the state benefit from. It's a fantastic non-profit.,Inspiring Work/Place; Quality,Positive,7,2,1
1238,2177,79577,Unique / Unusual,"ethical, honest and open communication remove all the white supremacy and Mormon mafia tactics",Employee relations,Positive,5,2,1
3075,735,56635,One Change,Focus on fewer initiatives,Co-Workers/Teamwork,Negative,3,0,1
1888,5256,94377,One Change,"Every community would be treated equal. Every staff member would be treated equal. If you raise wages, raise them for everyone, not just certain communities that make more money. ",Management Reliability/Integrity,Negative,9,0,1
256,142,88455,Unique / Unusual,In this community there are a lot of special events that make the residents happy which make them appreciate the work we do more That as an employee we were treated descent and appreciated and have enough help to perform our job right and not feeling like we did our job adequately enough then scolded because things are not done right,Appreciation/Recognition,Positive,0,2,1
2382,264,80295,One Change,"Increase more PTO time to ensure work-life-balance
Decrease cost of Medical Insurance  Be able to take  vacation time when I want to take it.  Our policy is you must give 30 days notice to take vacation even if you have coverage.  If you do not give 30 days notice it is denied.",Balancing Personal/Productivity (including time off),Negative,1,0,1
4044,2646,75419,One Change,I would raise the hourly wage to living standards and give bonuses at Christmas since most of us live paycheck to paycheck. i would fire the people that bully others in the workplace and have a zero tolerance policy bullying!,Incentives/Growth,Negative,6,0,1
4378,4179,74409,One Change,More hands on training for staff  More mentoring opportunities and in person learning opportunities.,Learning & Development,Negative,8,0,1
4243,5123,92684,One Change,Get management that knows what they're doing and who will hire people who belong here and not just their friends. Also get an Executive Director who is here for more than just a paycheck,Management Reliability/Integrity,Negative,9,0,1
5082,206,94311,One Change,"do something spechle like enployey of the month so everyone has a time to shine The company practice and focus on the theme ""We Care"". Under this theme, the company shows us appreciation by throwing us a yearly holiday party. ",Appreciation/Recognition,Negative,0,0,1
1346,4639,74583,One Change,Management ,Management Reliability/Integrity,Negative,9,0,1
2548,2172,74904,One Change,Fire all of the shitty as fuck managers that pick fights with the caregivers!  People should look beyond skin color.,Employee relations,Negative,5,0,1
1774,5943,80522,Unique / Unusual,Itâ€™s too new to answer this question ,No answer/Nothing,No answer/Nothing,10,1,1
5115,4515,58625,One Change,New management. ,Management Reliability/Integrity,Negative,9,0,1
3334,1709,56620,One Change,I think the communication could be better.,Communication/Support,Negative,4,0,1
4290,3123,56371,Unique / Unusual,Thereâ€™s nothing unusual I truly enjoy coming in to work.,Inspiring Work/Place; Quality,Positive,7,2,1
4269,2879,91723,One Change,pay,Incentives/Growth,Negative,6,0,1
4011,6431,94421,One Change,cant think of anything,No answer/Nothing,No answer/Nothing,10,1,1
4118,1604,93559,Unique / Unusual,"Everyone in the building is part of a team, from dietary to CNA's to Life Enrichment to Nursing to management. Everyone works together to get the job done for the benefit of our patients/residents.",Co-Workers/Teamwork,Positive,3,2,1
4151,4655,74671,One Change,"Be strict about your policies ( I know you do have policies in place). People come in late and call off last minute and itâ€™s okay?????
I donâ€™t like how some workmates chews and spits this nasty tobacco or whatever is on their mouth. They spit everywhere. Sometimes you see the sink dirty, they spit on used gloves, empty drinking bottle. One scenario they forgot the bottle in one of the residentâ€™s room (just a rumor I heard of).
Disgusting.",Management Reliability/Integrity,Negative,9,0,1
4652,6470,93325,One Change,I would change the location and have it be closer to my home.  The muffins are amazing!,Other,Negative,11,0,1
783,4199,75388,Unique / Unusual,This is a new job for me and I'm learning so much Benefits for continuing education. ,Learning & Development,Positive,8,2,1
1646,4255,91856,One Change," It seems that most of the clinical training is geared towards higher level patients such as home health or outpatient. Our skilled nursing facility patients are much sicker, lower level, and have significant cognitive deficits that make training modules impractical.  ",Learning & Development,Negative,8,0,1
1396,6458,88587,Unique / Unusual,Great location to work at Having more girl cooks :),Other,Positive,11,2,1
290,5138,92841,One Change,"I worked some different places. Before I joined this company. We have to make sure that all the manager and supervisor are well trained or were professional to this job. What I mean is when one employee promoted to supervisor. This person has lack of education to be as supervisor. 
",Management Reliability/Integrity,Negative,9,0,1
1631,1588,93474,Unique / Unusual,The therapy staff within the buildings I work directly with are amazing!,Co-Workers/Teamwork,Positive,3,2,1
852,6568,57450,One Change,More co-workers including weekends.,Staffing and Scheduling,Negative,12,0,1
363,1743,57168,One Change,"Communication, pay increase, better benefits,updated current policy and procedures also time keeping and staff recognition for those in the cdpap program.. bonuse",Communication/Support,Negative,4,0,1
2900,6469,93296,Unique / Unusual,"Unique because it ' s close to

Unique because it's close to my house. The name badges are Ridiculously huge and look silly. ",Other,Positive,11,2,1
3456,6454,87295,One Change,"Maybe a union  Move it closer to my home! I have a longer commute than I am used to, but it is worth it to be in a place that is so welcoming. There has never been one single day where I dreaded coming in to work. ",Other,Negative,11,0,1
4944,4737,75173,One Change,"A better, or clearer understanding of the roles and responsibilities of the management team.",Management Reliability/Integrity,Negative,9,0,1
4339,6886,56391,One Change,Country Meadows policies falling more in line with state regulations. Less restrictive policies that leave us open to more opportunities for citations Not using paper time sheets but allowing us to put our time on our iPads.,Supplies/Systems,Positive,13,2,1
1314,862,57697,Unique / Unusual,The coworkers in my department are one of the main reasons other than the residents that I come to work everyday.,Co-Workers/Teamwork,Positive,3,2,1
295,2580,74841,One Change,Higher salary. I am very satisfied in my position.,Incentives/Growth,Negative,6,0,1
1982,6273,93298,Unique / Unusual,No,No answer/Nothing,No answer/Nothing,10,1,1
1640,2343,57227,One Change,to pay more money more team work,Incentives/Growth,Negative,6,0,1
2443,781,56947,Unique / Unusual,"The managers, especially Nakina and Justin, are very friendly and caring. The amount of kind hearted managers really makes this place run smoothly. It's a very inviting environment. You can tell there is team work here at Country Meadows. You never have to stress if you are running behind on something because your team is right behind you encouraging and uplifting you, as well as the management team. You never have to feel uncomfortable or awkward about how you are presented to your co workers and management, because they are very accepting of your personality. It is so wonderful to have so many positive people around you. I never have to worry about having a bad day at work because the management and team always has your back and can definitely turn your frown upside down, so to speak.",Co-Workers/Teamwork,Positive,3,2,1
5192,3557,75341,Unique / Unusual,"Everyone is always happy to see you, staff and residents alike",Inspiring Work/Place; Quality,Positive,7,2,1
4216,2159,56584,One Change,Less drama and talking about fellow co-workers.   Truly supports LGBTQ + outreach ,Employee relations,Negative,5,0,1
2057,4169,57610,One Change,nurses need to listen to co workers more often pcas who are new need more training.,Learning & Development,Negative,8,0,1
3900,2162,57392,Unique / Unusual,el respeto a las personas  es impresionante no importando  raza color o sexo  especialmente  nuestra manager CAROL remove all the white supremacy and Mormon mafia tactics,Employee relations,Positive,5,2,1
2692,522,80579,One Change,"Improve benefits and culture of the company.  Right now I've worked for this company for 2 years and was declined a raise since hire and we lost benefits this past year.  In a community where the cost of living is going up it is not reasonable to sustain working at a company where loyalty and working hard is not rewarded with raises or improved benefits.  The culture of the company I've received from corporate is that there will be no commitment or reward for staying with the company.  There is a lot of negative pressure from corporate to our department when census and productivity is low and no praise or acknowledgement when things are going well.  My direct director is amazing and I would rather not work for anyone else but the negativity and attitude we perceive from corporate and the building administrators is enough to make someone want to leave a company.  There seems to be a clicky group within the administrators which makes it difficult to give any constructive criticism, people automatically get defensive and then the problem perpetuate.  I would like to emphasis that my direct DOR and my team mates are amazing, and arethe only reason I stay at this company at this time. ",Benefits,Negative,2,0,1
2566,6482,71725,One Change,"A different office location - the building itself is great, but the location is inconvenient and in a less than desirable area. relax dress code to allow for jeans every day (nice jeans, no ripped or torn jeans)",Other,Negative,11,0,1
2785,163,92058,One Change,"Make employees feel more valued and place more emphasis on patients instead of money. The appreciation ,good organization",Appreciation/Recognition,Negative,0,0,1
2004,3190,56698,Unique / Unusual,I enjoy working at Country Meadows because I feel that this is one of the few facilities in our area that actually still care about what the Resident needs/wants.,Inspiring Work/Place; Quality,Positive,7,2,1
1829,382,57686,Unique / Unusual,"Benefits, understanding of life outside of work, welcoming",Benefits,Positive,2,2,1
188,4992,87392,Unique / Unusual,"The Administrator Brittany is the best boss I have ever had, she is engaged, she  takes interest in your job and isn't afraid to jump in when needed. Her door is always open, and I do not fear repercussion if I bring something up. The employee that cares team always does special things all the time, and they do employee oft he month which is nice. Len the President is approachable and stops to talk to you. ",Management Reliability/Integrity,Positive,9,2,1
4034,6861,93580,One Change,Having at least one more person in the kitchen to help so we all get out on time.,Staffing and Scheduling,Negative,12,0,1
3931,4244,91721,Unique / Unusual,"Outcomes Studies, Career Ladder, Symposium, Work Sites over the continuum",Learning & Development,Positive,8,2,1
4339,6886,56391,One Change,"Country Meadows policies falling more in line with state regulations. Less restrictive policies that leave us open to more opportunities for citations one System for all clinical work, medications, nurse notes etc.",Supplies/Systems,Positive,13,2,1
992,2245,56545,Unique / Unusual,"Enjoy the many growth, education and advancement opportunities",Incentives/Growth,Positive,6,2,1
816,741,56671,One Change,all the dramaâ€™s of the coworkers. ,Co-Workers/Teamwork,Negative,3,0,1
998,6109,91653,One Change,None,No answer/Nothing,No answer/Nothing,10,1,1
2543,6071,88593,Unique / Unusual,jUST A GREAT PLACE TO WORK!,No answer/Nothing,No answer/Nothing,10,1,1
2789,6933,75211,One Change,"Get your employed what they need   So they can get a job done  one System for all clinical work, medications, nurse notes etc.",Supplies/Systems,Negative,13,0,1
5117,391,71627,One Change,Include more driving time/mileage. ,Benefits,Negative,2,0,1
689,304,93447,One Change,"Less workload.  It's not unusual to work into the evenings and weekends to try to keep up with work. To allow all care givers to have every other weekend off so far this priviledge is only given to RA,s working the morning shift , they have every weekend off, i think the weekends off should be given to all RA""s ",Balancing Personal/Productivity (including time off),Negative,1,0,1
224,6141,91926,One Change,nothing,No answer/Nothing,No answer/Nothing,10,1,1
125,5838,76250,One Change,Nothing comes to mind,No answer/Nothing,No answer/Nothing,10,1,1
3701,5642,74752,Unique / Unusual,No,No answer/Nothing,No answer/Nothing,10,1,1
1191,6437,56583,Unique / Unusual,"I love that we have casual Fridays and get to wear jeans. I appreciate any leftover food we get from meetings around lunch time. The fun we have with all the different United Way activities throughout the year. The annual coworker anniversary dinner is always nice. The health benefits, voluntary benefits, 401K, etc. are all great and we are very lucky to have what we have. Also, the workplace environment is really comfortable.",Other,Positive,11,2,1
2381,1395,89185,One Change,i would change a lot of attitudes issues in the kitchen. an communication,Co-Workers/Teamwork,Negative,3,0,1
2256,6435,56502,Unique / Unusual,It can be a fun place to work you can sing with the residents and get to know them  the uniforms ,Other,Positive,11,2,1
2374,6666,74875,One Change,"Have every other weekend off , have housekeepers",Staffing and Scheduling,Negative,12,0,1
2912,6448,75667,Unique / Unusual,There is nothing unique about this job but a lot of unusual things that goes on like family members trying to get staff in trouble ,Other,Negative,11,0,1
1430,6815,92246,One Change,Have more available coverage for shifts when employees call off or are on PTO. Implement gradual changes instead of so many at the same time.,Staffing and Scheduling,Negative,12,0,1
2604,4913,80135,One Change,Management ,Management Reliability/Integrity,Negative,9,0,1
4256,638,92843,Unique / Unusual,Great benefits package for full time employees!,Benefits,Positive,2,2,1
3668,2984,93219,One Change,"the pay and long hours we work would be the only two things I would change.
staff here is so underpaid and hours are way to long for parents who have babies and young kids in school.
",Incentives/Growth,Negative,6,0,1
799,4272,92747,One Change,"All answers base on company as a whole and not specific to my building or DOR. Things I would change are better training for all new and required recommendations in regards to documentation and treatment and to be paid for that time. Some how stream line daily notes so they donâ€™t take so much time and duplication.  Productivity of 85% is unrealistic with all requirements for documentation, what we are asked to include in all treatments and without proper training.  Staff in general at high stress level.",Learning & Development,Negative,8,0,1
4015,345,56911,Unique / Unusual,the every other holiday off and and every other weekend off and benifiets.,Benefits,Positive,2,2,1
1238,2177,79577,Unique / Unusual,"ethical, honest and open communication less drama more team work",Employee relations,Positive,5,2,1
5220,5613,74600,Unique / Unusual,No,No answer/Nothing,No answer/Nothing,10,1,1
4363,249,75219,One Change,"I can take day off easier  More time off. I feel that we don't accrue PTO at a rate even close to competitive with other companies. With a job so rigorously strict about productivity, I feel it is greatly beneficial to have enough time off to decompress. 1.67 hours of PTO accrued PER 2 week pay-period just isn't enough for most people, even at the 1 year mark when it becomes 3.3 hours per pay-period, is still not enough.

I also believe that more of a company-contribution to continuing education would be greatly beneficial for professional development. $500 per year is also less than what our competitors offer.",Balancing Personal/Productivity (including time off),Negative,1,0,1
617,4232,88815,One Change,"Through several administrations, there has always been promise of continuing education and training.  In my years here, there has never been any education that has actually happened.  ",Learning & Development,Negative,8,0,1
609,219,56475,One Change,Better choices for taking time off  Holidays off and guaranteed 40 hours a week,Balancing Personal/Productivity (including time off),Negative,1,0,1
691,1292,80722,One Change,Moore integrity in the Nursing department.,Co-Workers/Teamwork,Negative,3,0,1
1974,6471,93374,One Change,"Move it closer to my home! I have a longer commute than I am used to, but it is worth it to be in a place that is so welcoming. There has never been one single day where I dreaded coming in to work.  Cooler shirts, both less hot and more fashionable. The button up is a great idea, don't even mind the long sleeves that much. Maybe just a lighter breathable, and less wrinkly fabric. Thank-you.  ",Other,Negative,11,0,1
857,5936,80354,One Change,I canâ€™t think of any.,No answer/Nothing,No answer/Nothing,10,1,1
3178,1579,93413,Unique / Unusual,I absolutely love my job! Everyone here comes together. We are family1,Co-Workers/Teamwork,Positive,3,2,1
3999,3877,91881,Unique / Unusual,Ethical and has good values ,Inspiring Work/Place; Quality,Positive,7,2,1
1974,6471,93374,One Change,"Move it closer to my home! I have a longer commute than I am used to, but it is worth it to be in a place that is so welcoming. There has never been one single day where I dreaded coming in to work.  transportation",Other,Negative,11,0,1
790,2068,92766,One Change,I would be; that there would be more consideration coming for those in a lower departments.,Communication/Support,Negative,4,0,1
3456,6454,87295,One Change,"Maybe a union  A different office location - the building itself is great, but the location is inconvenient and in a less than desirable area.",Other,Negative,11,0,1
4302,4456,57532,Unique / Unusual,I love the mission of Country Meadows and the upbeat co-workers.,Management Reliability/Integrity,Positive,9,2,1
2566,6482,71725,One Change,"A different office location - the building itself is great, but the location is inconvenient and in a less than desirable area. more casual jeans days ",Other,Negative,11,0,1
3673,3224,56840,Unique / Unusual,The Company cares about the residents and co workers. Great company to work for.,Inspiring Work/Place; Quality,Positive,7,2,1
4760,6459,88590,Unique / Unusual,Close to home. The convenience to go to the market within the facility to get lunch.  To be able to wear more comfortable scrubs and/or ones we want like the fun prints of different themes or animals. To me I think it would make our clients more cheerful and happy to see all the different prints that we could wear through out the years. ,Other,Positive,11,2,1
734,637,92822,One Change,Reduce the employee portion of medical insurance premiums.  ,Benefits,Negative,2,0,1
1396,6458,88587,Unique / Unusual,"Great location to work at A different office location - the building itself is great, but the location is inconvenient and in a less than desirable area.",Other,Positive,11,2,1
3735,4204,75547,One Change,"To have a better training staff,so that all caregivers are trained the same according to the policies and procedures of the company and to the specific care plans of each Resident.",Learning & Development,Negative,8,0,1
759,3011,93432,One Change,"Better pay, ease of taking vacation time ",Incentives/Growth,Negative,6,0,1
1796,5959,80883,One Change,None,No answer/Nothing,No answer/Nothing,10,1,1
3024,3417,74137,Unique / Unusual,Dorsnt feel like a job. Feels like home and hanging out visiting with your grandparents,Inspiring Work/Place; Quality,Positive,7,2,1
4360,2166,58455,One Change,employee drama Less drama and talking about fellow co-workers.  ,Employee relations,Negative,5,0,1
4928,4977,87227,Unique / Unusual,Most of the Directors have a very positive attitude and are encouraging and personable.,Management Reliability/Integrity,Positive,9,2,1
2040,2479,74187,One Change,"A more formalized employee satisfaction program, with more incentives for excellent work. Also, a formalized service recovery program. The company needs a smarter Customer Service Training program.  ",Incentives/Growth,Negative,6,0,1
1502,4717,75037,One Change,Management ,Management Reliability/Integrity,Negative,9,0,1
780,2188,92209,One Change,having better judgement by treating everyone equal regardless of age race 0r gender less drama more team work,Employee relations,Negative,5,0,1
4868,6965,91783,One Change,"Having one internet site to do all of my activity (outside of the site we use for all Patient notes, etc.) one System for all clinical work, medications, nurse notes etc.",Supplies/Systems,Negative,13,0,1
1042,1293,80778,Unique / Unusual,I have been here a short time. This is one of the best teams I have worked with in a long time.,Co-Workers/Teamwork,Positive,3,2,1
3950,4121,94343,Unique / Unusual,I have had the priviledge to work at this facility for 21 years.  This a unique setting that cultivates and encourages creative ideas.  Hard work is acknowledged and we are given the opportunity to grow in a safe and gratifying work environment.  ,Inspiring Work/Place; Quality,Positive,7,2,1
2757,788,57020,Unique / Unusual,"Everyone here at the Home Office has been extremely welcoming and friendly as someone who has just started working here! I noticed that there are also a lot of events that help bring the employees in the workplace together, which is very nice!",Co-Workers/Teamwork,Positive,3,2,1
1016,312,94386,Unique / Unusual,As a part time employee I appreciate the opportunity to accrue PTO I think the PTO accrual is generous and the management staff is friendly.,Balancing Personal/Productivity (including time off),Positive,1,2,1
1066,3882,91916,Unique / Unusual,"Not great, but it's unique and unusual that I can't stop and help patients/residents with simple tasks (getting a glass of water, pushing them to the dining room, etc) because of productivity standards.  Patients don't understand productivity and see it as rude of us to have to ignore/not help them.",Inspiring Work/Place; Quality,Positive,7,2,1
3035,372,57552,Unique / Unusual,The company is very flexible on hours for the most part. It is also a very giving company with the two dollar meal program and hams every year for Christmas time.,Benefits,Positive,2,2,1
1370,3097,56312,Unique / Unusual,"As long as I have been here, we have provided great care and have been a beacon in the community as great care. We have prided ourselves on offering personalized care, a home like setting, and cutting edge ideas and technology. We were a team, and a family. ",Inspiring Work/Place; Quality,Positive,7,2,1
4216,2159,56584,One Change,Less drama and talking about fellow co-workers.   People should look beyond skin color.,Employee relations,Negative,5,0,1
